region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
St. Louis,2018-01-21 0:00,Conventional,1.05,257250.2,98471.49,7427.5,582.75,150768.46,123950.8,26817.66,0
Syracuse,2018-01-21 0:00,Conventional,1.45,84994.86,3424.37,55184.65,81.92,26303.92,11894.14,14409.78,0
Tampa,2018-01-21 0:00,Conventional,1.17,577173.29,375284.99,50138.85,1076.25,150673.2,76281.04,74392.16,0
West,2018-01-21 0:00,Conventional,1.04,7053820.12,2218365.17,1811849.78,106001.28,2917603.89,1196963.03,1707643.76,12997.1
West Tex/New Mexico,2018-01-21 0:00,Conventional,0.84,1020913.2,505263.29,177911.4,9468.95,328269.56,118978.5,209131.06,160
Total U.S.,2018-01-28 0:00,Conventional,1.09,40171640.84,14551799.5,12119884.61,575974.74,12923981.99,9749412.19,3041125.42,133444.38
Albany,2018-01-28 0:00,Conventional,1.57,93625.03,3101.17,74627.23,55.59,15841.04,11614.79,4159.58,66.67
Atlanta,2018-01-28 0:00,Conventional,1.08,559460.44,267126.26,37573.74,1661.8,253098.64,165156.6,83774.26,4167.78
Baltimore/Washington,2018-01-28 0:00,Conventional,1.12,1152539.42,115283.7,805041.45,4257.45,227956.82,225931.13,2019.02,6.67
Boise,2018-01-28 0:00,Conventional,1.12,105025.45,66653.8,1971.68,6961.61,29438.36,20717.06,8682.47,38.83
Boston,2018-01-28 0:00,Conventional,1.22,800274.4,14384.54,680080.04,2656.9,103152.92,77511.92,25561,80
Buffalo/Rochester,2018-01-28 0:00,Conventional,1.27,158637.92,8099.96,76070.49,96.23,74371.24,12060.74,62156.06,154.44
California,2018-01-28 0:00,Conventional,1.16,6134040.58,2254631.8,2185495.65,121090.87,1572822.26,1480527.7,24545.94,67748.62
Charlotte,2018-01-28 0:00,Conventional,1.37,247893.13,68666.93,79639.9,4802.79,94783.51,89456.12,5327.39,0
Chicago,2018-01-28 0:00,Conventional,1.36,947968.47,108233.69,515116.55,124271.04,200347.19,79871.28,120462.37,13.54
Cincinnati/Dayton,2018-01-28 0:00,Conventional,0.92,281913.49,78131.98,27858.19,11786.66,164136.66,155062.73,9071.23,2.7
Columbus,2018-01-28 0:00,Conventional,1.03,187523.2,60555.62,23671.37,3175.28,100120.93,83156.44,16932.05,32.44
Dallas/Ft. Worth,2018-01-28 0:00,Conventional,0.82,1433095.36,781164.88,187033.59,5596.69,459300.2,378776.69,80095.8,427.71
Denver,2018-01-28 0:00,Conventional,1.15,773218.13,181751.78,215803.07,9803.85,365859.43,111320.37,254537.95,1.11
Detroit,2018-01-28 0:00,Conventional,1.14,367456.05,80917,70055.35,14554.29,201929.41,177720.43,23023.66,1185.32
Grand Rapids,2018-01-28 0:00,Conventional,1.55,162674.55,2937.98,86845.82,30069.97,42820.78,31880.77,1661.64,9278.37
Great Lakes,2018-01-28 0:00,Conventional,1.18,3857262.14,818434.82,1243174.16,259671.42,1535981.74,1200021.74,312985.52,22974.48
Harrisburg/Scranton,2018-01-28 0:00,Conventional,1.15,299069.36,101247.63,112796.55,129.6,84895.58,84111.58,447.33,336.67
Hartford/Springfield,2018-01-28 0:00,Conventional,1.18,432600.1,7854.32,360244.35,237.31,64264.12,60495.46,3601.99,166.67
Houston,2018-01-28 0:00,Conventional,0.71,1647858.32,832418.81,103716.17,17666.27,694057.07,609576.26,84377.48,103.33
Indianapolis,2018-01-28 0:00,Conventional,0.92,265600.2,64276.57,83870.54,8592.12,108860.97,93966.39,14884.55,10.03
Jacksonville,2018-01-28 0:00,Conventional,1.33,188556.57,103226.13,11072.2,397.94,73860.3,40095.88,33517.75,246.67
Las Vegas,2018-01-28 0:00,Conventional,1.04,348153.29,70883.01,109999.79,5322.27,161948.22,82587.72,78955.87,404.63
Los Angeles,2018-01-28 0:00,Conventional,1.08,2893717.97,1134192.09,707838.42,81296.65,970390.81,911703.94,16595.96,42090.91
Louisville,2018-01-28 0:00,Conventional,1.18,96546.56,9754.12,34513.14,262.76,52016.54,31382,20628.88,5.66
Miami/Ft. Lauderdale,2018-01-28 0:00,Conventional,1.4,661212.22,440406.44,54463.83,2465.91,163876.04,95377.39,68491.98,6.67
Midsouth,2018-01-28 0:00,Conventional,1.19,3647362.37,778524.44,1643934.63,24013.62,1200889.68,1039975.99,157317.79,3595.9
Nashville,2018-01-28 0:00,Conventional,1.08,221273.84,103525.83,11727.15,500.49,105520.37,79909.39,24040.98,1570
New Orleans/Mobile,2018-01-28 0:00,Conventional,1.08,314915.09,198062.3,21726.15,2409.57,92717.07,81430.82,10352.92,933.33
New York,2018-01-28 0:00,Conventional,1.2,2278728.69,82652.82,1501055.47,745.5,694274.9,675215.26,18491.86,567.78
Northeast,2018-01-28 0:00,Conventional,1.23,5680957.63,418911.03,3730287.55,8112.22,1523646.83,1278588.12,242866.49,2192.22
Northern New England,2018-01-28 0:00,Conventional,1.44,441977,11731.68,360982.52,1920.26,67342.54,31388.47,35837.4,116.67
Orlando,2018-01-28 0:00,Conventional,1.35,414781.12,262391.05,28265.08,1290.4,122834.59,75243.3,47547.96,43.33
Philadelphia,2018-01-28 0:00,Conventional,1.23,537883.88,90381.5,256525.12,390.07,190587.19,183977.34,6289.85,320
Phoenix/Tucson,2018-01-28 0:00,Conventional,0.68,1592137.3,902410.41,288508.97,12312.08,388905.84,235248.48,147958.47,5698.89
Pittsburgh,2018-01-28 0:00,Conventional,1.23,119606.35,37562.68,19312.87,1415.85,61314.95,42492.34,18822.61,0
Plains,2018-01-28 0:00,Conventional,0.99,2533937.56,1387712.4,515698.93,6371.3,624154.93,474701.92,149437.52,15.49
Portland,2018-01-28 0:00,Conventional,1.34,486679.98,80881.12,152913.11,16678.38,236207.37,142712.01,92874.02,621.34
Raleigh/Greensboro,2018-01-28 0:00,Conventional,1.34,322348.72,93956.4,105608.44,5131.66,117652.22,112705.62,4946.6,0
Richmond/Norfolk,2018-01-28 0:00,Conventional,1.21,267305.91,63753.71,104053.12,1743.34,97755.74,87331.26,10414.48,10
Roanoke,2018-01-28 0:00,Conventional,1.14,159289.18,31259.73,49375.92,283.44,78370.09,61701.01,16669.08,0
Sacramento,2018-01-28 0:00,Conventional,1.32,468915.38,158788.12,233834.71,1129.27,75163.28,67847.8,1197.57,6117.91
San Diego,2018-01-28 0:00,Conventional,1.07,566134.81,168171.75,256042.84,16669.82,125250.4,118366.92,4446.82,2436.66
San Francisco,2018-01-28 0:00,Conventional,1.38,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11
Seattle,2018-01-28 0:00,Conventional,1.34,548587.07,125676.32,178484.53,599.03,243827.19,136634.87,106746.35,445.97
South Carolina,2018-01-28 0:00,Conventional,1.22,435490.6,209197.71,72212.81,3511.52,150568.56,109267.86,38526.25,2774.45
South Central,2018-01-28 0:00,Conventional,0.82,7110840.99,3754423.75,780891.92,46906.91,2528618.41,2119296.19,408000.54,1321.68
Southeast,2018-01-28 0:00,Conventional,1.27,4199974.24,2420770.45,355406.02,16642.51,1407155.26,901796.49,485922.1,19436.67
Spokane,2018-01-28 0:00,Conventional,1.16,88197.75,25211.46,28636.94,406.68,33942.67,23389.62,10519.31,33.74
St. Louis,2018-01-28 0:00,Conventional,1.24,208484.39,97083.74,7111.09,464.04,103825.52,81101.21,22724.31,0
Syracuse,2018-01-28 0:00,Conventional,1.34,73320.15,3345.87,42297.35,62.85,27614.08,5723.16,21890.92,0
Tampa,2018-01-28 0:00,Conventional,1.36,461179.38,294233.52,36783.53,958.61,129203.72,77554.08,51622.97,26.67
West,2018-01-28 0:00,Conventional,1.01,7007265.31,2718390.81,1664995.75,93165.88,2530712.87,1254504.07,1260049.46,16159.34
West Tex/New Mexico,2018-01-28 0:00,Conventional,0.85,957086.16,479147.93,179489.19,7314.98,291134.06,143430.96,147376.43,326.67
Total U.S.,2018-02-04 0:00,Conventional,0.87,62505646.52,21620180.9,20445501.03,1066830.22,19373134.37,13384586.8,5719096.61,269450.96
Albany,2018-02-04 0:00,Conventional,1.03,216738.47,7625.65,195725.06,143.53,13244.23,10571.6,2422.63,250
Atlanta,2018-02-04 0:00,Conventional,0.86,957792.07,474887.68,55158.13,1755.05,425991.21,292317.81,131566.04,2107.36
Baltimore/Washington,2018-02-04 0:00,Conventional,1.12,1225103.27,139312.12,708495.55,5611.56,371684.04,369085.25,2512.13,86.66
Boise,2018-02-04 0:00,Conventional,1.07,128702.15,39582.33,8511.49,22490.26,58118.07,17470.72,40491.57,155.78
Boston,2018-02-04 0:00,Conventional,1.39,725934.21,21309.4,566751.03,3293.87,134579.91,98025.22,36068.02,486.67
Buffalo/Rochester,2018-02-04 0:00,Conventional,1.32,188654.47,13478.37,99364.48,84.19,75727.43,14935.4,60228.7,563.33
California,2018-02-04 0:00,Conventional,0.8,10894677.77,4473811.63,4097591.67,146357.78,2176916.69,2072477.62,34196.27,70242.8
Charlotte,2018-02-04 0:00,Conventional,0.99,411160.94,86708.74,99117.46,6476.93,218857.81,208289.93,10567.88,0
Chicago,2018-02-04 0:00,Conventional,0.88,1802646.35,257095.68,1235325.42,158735.41,151489.84,91953.59,59112.77,423.48
Cincinnati/Dayton,2018-02-04 0:00,Conventional,0.76,380214.74,102019.45,67966.25,13825.01,196404.03,165544.38,29548.07,1311.58
Columbus,2018-02-04 0:00,Conventional,0.73,333398.29,108554.97,61748.67,5329.61,157765.04,117614.03,39927.3,223.71
Dallas/Ft. Worth,2018-02-04 0:00,Conventional,0.67,1885401.44,855815.37,340887.07,6655.47,682043.53,583353.2,86725.24,11965.09
Denver,2018-02-04 0:00,Conventional,0.87,1381528.74,234985.26,468889.32,11698.36,665955.8,88502.27,577453.53,0
Detroit,2018-02-04 0:00,Conventional,0.67,880540.45,167512.7,287359.89,60027.97,365639.89,266930.49,89516.48,9192.92
Grand Rapids,2018-02-04 0:00,Conventional,0.88,408921.57,4371.02,193222.08,143538.35,67790.12,22315.79,1765.51,43708.82
Great Lakes,2018-02-04 0:00,Conventional,0.81,7094764.73,1410647.88,2875747.93,667141.61,2141227.31,1436877.51,573049.04,131300.76
Harrisburg/Scranton,2018-02-04 0:00,Conventional,1.16,395673.05,92062.94,211176.35,157.51,92276.25,89502.17,1977.41,796.67
Hartford/Springfield,2018-02-04 0:00,Conventional,1.38,427950.71,11605.62,345582.17,1100.67,69662.25,67967.4,1438.65,256.2
Houston,2018-02-04 0:00,Conventional,0.56,2381742.59,952746.89,300383.28,7990.32,1120622.1,1010539.42,109978.24,104.44
Indianapolis,2018-02-04 0:00,Conventional,0.79,335442.41,90305.67,110035.27,12010.66,123090.81,95765.52,25974.12,1351.17
Jacksonville,2018-02-04 0:00,Conventional,0.96,365637.29,206007.07,24133.66,480.95,135015.61,79274.34,55614.6,126.67
Las Vegas,2018-02-04 0:00,Conventional,0.88,512982.73,80027.98,212174.53,6000.36,214779.86,82603.57,131899.62,276.67
Los Angeles,2018-02-04 0:00,Conventional,0.73,5070580.56,2532500.54,965716.73,93806.56,1478556.73,1414064.63,21441.6,43050.5
Louisville,2018-02-04 0:00,Conventional,0.84,169828.77,37164.18,52978,805.93,78880.66,51038.21,27458.2,384.25
Miami/Ft. Lauderdale,2018-02-04 0:00,Conventional,0.98,1310671.51,897435.51,118495.93,2277.74,292462.33,111637.21,180761.79,63.33
Midsouth,2018-02-04 0:00,Conventional,0.96,5286412.87,1259113.31,1697962.55,30102.36,2299234.65,2012145.29,280722.16,6367.2
Nashville,2018-02-04 0:00,Conventional,0.8,391780.25,186689.66,15471.74,466.2,189152.65,141976.99,45308.77,1866.89
New Orleans/Mobile,2018-02-04 0:00,Conventional,0.76,521184.22,352425.87,40674.51,2373.28,125710.56,114300.77,11056.46,353.33
New York,2018-02-04 0:00,Conventional,1.28,2959541.38,96084.63,2250967.25,3253.28,609236.22,569361.35,38734.78,1140.09
Northeast,2018-02-04 0:00,Conventional,1.22,7508650.27,480603.9,5402444.45,14403.38,1611198.54,1275859.94,329682.23,5656.37
Northern New England,2018-02-04 0:00,Conventional,1.06,847261.25,22674.34,754096.71,2247.4,68242.8,34218.15,33787.99,236.66
Orlando,2018-02-04 0:00,Conventional,0.99,759532.37,511953.91,60712.96,1345,185520.5,88148.1,97195.73,176.67
Philadelphia,2018-02-04 0:00,Conventional,1.12,819224.3,62044.22,467927.8,645.87,288606.41,254149.59,33540.82,916
Phoenix/Tucson,2018-02-04 0:00,Conventional,0.59,1998260.47,1029017.42,511201.78,13917.11,444124.16,236056.82,202720.67,5346.67
Pittsburgh,2018-02-04 0:00,Conventional,0.98,202604.34,78189.91,30466.23,2684.22,91263.98,38743.07,52514.24,6.67
Plains,2018-02-04 0:00,Conventional,0.91,3316494.76,1609104.94,827998.81,9830.1,869560.91,678696.23,190573.14,291.54
Portland,2018-02-04 0:00,Conventional,0.88,1051039.26,78861.85,452243.28,15405.98,504528.15,111755.8,391141.49,1630.86
Raleigh/Greensboro,2018-02-04 0:00,Conventional,0.97,525075.42,119688.78,132891.28,5891.9,266603.46,254234.83,12368.63,0
Richmond/Norfolk,2018-02-04 0:00,Conventional,0.86,469093.71,124229.81,128208.07,2217.45,214438.38,187621.35,26710.36,106.67
Roanoke,2018-02-04 0:00,Conventional,0.82,287728.25,82020.39,55243.26,294.67,150169.93,116918.04,32938.52,313.37
Sacramento,2018-02-04 0:00,Conventional,0.86,862337.1,262795.28,518775.3,1051.29,79715.23,71669.96,1595.61,6449.66
San Diego,2018-02-04 0:00,Conventional,0.88,858101.65,311038.84,318396.18,23719.23,204947.4,193681.96,8547.66,2717.78
San Francisco,2018-02-04 0:00,Conventional,0.84,1706251.05,459981.14,1113987.54,2886.78,129395.59,126171.02,282.38,2942.19
Seattle,2018-02-04 0:00,Conventional,1.04,909127.6,189717.79,289707.88,853.2,428848.73,115360.8,312387.51,1100.42
South Carolina,2018-02-04 0:00,Conventional,0.96,678235.27,304189.26,97949.8,4065.74,272030.47,200563.64,68207.94,3258.89
South Central,2018-02-04 0:00,Conventional,0.65,10323174.59,4772921.95,1623613.82,38521.35,3888117.47,3351508.25,508738.57,27870.65
Southeast,2018-02-04 0:00,Conventional,0.95,7516415.07,4492704.7,625805.92,17920.43,2379984.02,1405622.59,963895.82,10465.61
Spokane,2018-02-04 0:00,Conventional,0.98,141362.77,36203.06,49563.73,560.55,55035.43,21807.59,33030.13,197.71
St. Louis,2018-02-04 0:00,Conventional,0.9,322673.64,174119.26,7272.61,456.41,140825.36,114234.23,26591.13,0
Syracuse,2018-02-04 0:00,Conventional,1.15,113023.35,5795.04,77127.19,87.42,30013.7,7708.12,22305.58,0
Tampa,2018-02-04 0:00,Conventional,0.98,853642.9,564685.19,79267.58,1096.9,208593.23,91618.58,116804.65,170
West,2018-02-04 0:00,Conventional,0.83,10565056.41,3121272.58,3294335.87,142553.21,4006894.75,1151399.33,2838239.39,17256.03
West Tex/New Mexico,2018-02-04 0:00,Conventional,0.76,1272039.8,531469.08,368948.26,13078.2,358544.26,127833.03,229786.03,925.2
Total U.S.,2018-02-11 0:00,Conventional,0.97,43167806.09,15870677.7,11541844.87,652856.58,15102426.94,10844852.22,4023485.04,234089.68
Albany,2018-02-11 0:00,Conventional,1.45,121804.36,8183.48,95548.47,61,18011.41,13264.91,4295.39,451.11
Atlanta,2018-02-11 0:00,Conventional,0.87,723928.38,349354.58,39349.47,1608.23,333616.1,241870.49,89401.42,2344.19
Baltimore/Washington,2018-02-11 0:00,Conventional,1.41,900558.38,112222.95,545365.67,4700.52,238269.24,233808.41,4287.5,173.33
Boise,2018-02-11 0:00,Conventional,1.14,93106.27,48308.72,2816.31,10558.83,31422.41,19862.62,11540.14,19.65
Boston,2018-02-11 0:00,Conventional,1.3,834304.52,23220.89,703749.06,6620.69,100713.88,86124.35,13366.2,1223.33
Buffalo/Rochester,2018-02-11 0:00,Conventional,1.27,151057.53,12749.59,74595.11,84.21,63628.62,41236.05,21391.46,1001.11
California,2018-02-11 0:00,Conventional,0.98,6718358.1,2787033.93,1781591.88,119593.17,2030139.12,1930311.89,31301.69,68525.54
Charlotte,2018-02-11 0:00,Conventional,1.18,262133.71,69727.98,67904.5,5261.66,119239.57,113041.82,6197.75,0
Chicago,2018-02-11 0:00,Conventional,1.39,897178.36,131360.75,488374.4,154223.75,123219.46,85210.17,37063.73,945.56
Cincinnati/Dayton,2018-02-11 0:00,Conventional,0.8,305400.41,98065.66,31216.87,11211.24,164906.64,124062.8,34478.97,6364.87
Columbus,2018-02-11 0:00,Conventional,0.82,218329.7,79239.58,26356.05,2998.74,109735.33,73393.34,34338.97,2003.02
Dallas/Ft. Worth,2018-02-11 0:00,Conventional,0.72,1553404.16,768415.85,212945.5,5327.13,566715.68,461849.3,87861.7,17004.68
Denver,2018-02-11 0:00,Conventional,0.91,1056054.41,234995.54,251174.58,13754.34,556129.95,86599.13,469530.82,0
Detroit,2018-02-11 0:00,Conventional,0.92,435384.45,123642.25,73381.42,26265.23,212095.55,156008.05,42872.58,13214.92
Grand Rapids,2018-02-11 0:00,Conventional,1.4,167604.6,3619.4,80530.3,42489.31,40965.59,25201.76,2735.5,13028.33
Great Lakes,2018-02-11 0:00,Conventional,1.05,4104031.93,998859.86,1221482.58,336456.51,1547232.98,1080233.43,398603.44,68396.11
Harrisburg/Scranton,2018-02-11 0:00,Conventional,1.09,321368.64,77585.95,165153.24,116.39,78513.06,72248.7,4766.58,1497.78
Hartford/Springfield,2018-02-11 0:00,Conventional,1.48,352731.83,14675.9,270215.97,208.1,67631.86,65856.28,744.47,1031.11
Houston,2018-02-11 0:00,Conventional,0.58,1870874.72,801390.67,156458.96,4407.32,908617.77,747968.17,160355.16,294.44
Indianapolis,2018-02-11 0:00,Conventional,0.81,258008.01,86439.93,52397.39,5258.07,113912.62,90091.1,21306.88,2514.64
Jacksonville,2018-02-11 0:00,Conventional,0.99,234557.28,134245.82,14759.96,521.63,85029.87,34342.57,50597.3,90
Las Vegas,2018-02-11 0:00,Conventional,0.9,433809.84,89138.42,145487.36,5018.6,194165.46,71692.87,122026.15,446.44
Los Angeles,2018-02-11 0:00,Conventional,0.85,3323882.38,1497227.27,412653.41,79663.02,1334338.68,1271672.84,20164.55,42501.29
Louisville,2018-02-11 0:00,Conventional,0.87,130566.55,37508.86,30307.97,307.16,62442.56,42692.52,19050.04,700
Miami/Ft. Lauderdale,2018-02-11 0:00,Conventional,1,856022.49,580099.01,76468.67,2153.49,197301.32,106427.69,90813.63,60
Midsouth,2018-02-11 0:00,Conventional,1.1,3803512.06,1000333.25,1266291.36,24733.63,1512153.82,1303270.27,199986.79,8896.76
Nashville,2018-02-11 0:00,Conventional,0.8,303827.76,149429.09,10869.53,363.33,143165.81,107936.13,33522.21,1707.47
New Orleans/Mobile,2018-02-11 0:00,Conventional,0.97,289527.53,174271.9,18425.78,1971,94858.85,82271.42,12267.43,320
New York,2018-02-11 0:00,Conventional,1.27,2051389.99,169218.18,1319012.42,1222.29,561937.1,539237.71,21409.81,1289.58
Northeast,2018-02-11 0:00,Conventional,1.24,5694136.21,565852.47,3782154.05,14275.87,1331853.82,1134698.11,186733.68,10422.03
Northern New England,2018-02-11 0:00,Conventional,1.11,617475.89,19640,512849.57,3564.09,81422.23,35046.08,45221.71,1154.44
Orlando,2018-02-11 0:00,Conventional,1,516404.7,346562.74,36818.09,1200.04,131823.83,74552.03,57051.8,220
Philadelphia,2018-02-11 0:00,Conventional,1.02,611269.34,130162.76,320845.9,213.8,160046.88,136379.5,22296.32,1371.06
Phoenix/Tucson,2018-02-11 0:00,Conventional,0.64,1490711.97,793896.21,256987.03,12607.4,427221.33,241681.63,179607.48,5932.22
Pittsburgh,2018-02-11 0:00,Conventional,1.22,116882.18,33543.27,21090.24,1094.97,61153.7,37660.14,23490.23,3.33
Plains,2018-02-11 0:00,Conventional,1.06,2198997.16,957709.32,540048.54,6998.12,694241.18,526134.96,167565.02,541.2
Portland,2018-02-11 0:00,Conventional,1.25,507333.47,87666.45,146006.56,17712.54,255947.92,156038.59,99378.83,530.5
Raleigh/Greensboro,2018-02-11 0:00,Conventional,1.1,367903.88,106372.21,91013.42,5010.88,165507.37,156789.32,8718.05,0
Richmond/Norfolk,2018-02-11 0:00,Conventional,1.01,292742.42,73304.78,95360.46,1648.41,122428.77,107274.6,14805.83,348.34
Roanoke,2018-02-11 0:00,Conventional,0.85,207658.32,54069.78,44325.77,286.59,108976.18,87195.47,21390.71,390
Sacramento,2018-02-11 0:00,Conventional,1.07,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17
San Diego,2018-02-11 0:00,Conventional,0.93,558926.47,222366.32,136214.59,16577.9,183767.66,175708.38,5873.73,2185.55
San Francisco,2018-02-11 0:00,Conventional,1.32,823086.86,267695.96,405148.34,3199.77,147042.79,144064.49,120.38,2857.92
Seattle,2018-02-11 0:00,Conventional,1.4,468936.03,98161.81,129399.46,631.78,240742.98,136973.79,103420.83,348.36
South Carolina,2018-02-11 0:00,Conventional,1.05,452805.55,213633.63,65654.71,3577.01,169940.2,126052.2,40667.08,3220.92
South Central,2018-02-11 0:00,Conventional,0.7,8043965.41,3886584.49,917502.14,24745.18,3215133.6,2589009.32,574460.87,51663.41
Southeast,2018-02-11 0:00,Conventional,0.97,5141310.45,3028127.72,399356.06,16907.18,1696919.49,1077827.17,608625.73,10466.59
Spokane,2018-02-11 0:00,Conventional,1.16,95011.27,25569.06,24035.03,453.07,44954.11,21460.59,23406.38,87.14
St. Louis,2018-02-11 0:00,Conventional,1.15,174606.68,80260.52,6205.36,372.01,87768.79,67859.82,19908.97,0
Syracuse,2018-02-11 0:00,Conventional,1.3,78222.88,8860.55,46499.73,87.27,22775.33,12967.57,9807.76,0
Tampa,2018-02-11 0:00,Conventional,1,569543.02,364195.92,46814.57,1035.27,157497.26,82780.08,74593.85,123.33
West,2018-02-11 0:00,Conventional,0.93,7463494.79,2646176.67,1633418.28,109146.92,3074752.92,1203367.03,1856207.85,15178.04
West Tex/New Mexico,2018-02-11 0:00,Conventional,0.75,1071952.06,544075.54,189862.1,7194.15,330820.27,113338.76,215753.74,1727.77
Total U.S.,2018-02-18 0:00,Conventional,1.08,36709887.49,13262751.42,10491918.44,552969.73,12402247.9,9023351.68,3151157.42,227738.8
Albany,2018-02-18 0:00,Conventional,1.43,85630.24,5499.73,61661.76,75,18393.75,15677.67,2336.08,380
